frameIndex;frameTime;pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc[13];pcm_fftMag_mfcc[14];pcm_fftMag_mfcc[15];pcm_fftMag_mfcc[16]
309;3.097007;-1.772173e+000;2.612832e+000;1.798799e+001;1.627281e+001;-1.476978e+000;5.946148e+000;-3.713346e+000;-9.271814e+000;6.852581e+000;5.843521e+000;-4.736457e+000;-1.107142e+000;8.900496e+000;8.232643e+000;-1.122544e+000;-6.260096e+000
310;3.107029;3.618862e+000;1.760573e+000;7.967396e+000;-7.155474e-002;-8.901798e+000;-9.031966e+000;-2.378259e+001;-1.829845e+001;-6.578968e-001;1.552228e+001;-1.244059e+000;8.865416e+000;-3.343014e+000;1.174709e-002;4.474059e+000;1.469111e+000
311;3.117052;9.424525e+000;1.412213e+000;3.280919e+000;-2.436019e+000;-9.135526e+000;-1.178593e+001;-1.796638e+001;-7.734261e+000;1.732966e-001;2.257356e+001;2.153297e+001;6.631350e+000;-7.459340e+000;-4.513832e-001;3.516517e+000;-1.001988e+000
312;3.127075;6.911202e+000;-2.045362e+000;-1.039109e+000;-2.407532e+000;-6.244101e+000;-1.358118e+001;-1.806146e+001;-4.696835e+000;6.239470e+000;1.252213e+001;1.320760e+001;8.209920e+000;1.274326e+000;5.708707e+000;-5.912204e+000;-8.217421e+000
313;3.137098;5.334357e+000;-2.522020e+000;-2.431352e+000;2.052940e-001;-1.168890e+001;-2.162286e+001;-1.137832e+001;-2.971637e+000;8.709719e+000;2.170170e+001;2.170939e+000;3.386939e+000;3.917735e+000;8.854471e+000;-6.263146e+000;-1.229659e+001
314;3.147120;6.524536e+000;-2.118403e+000;-3.001209e+000;-3.242323e+000;-7.808695e+000;-1.005222e+001;-9.548243e+000;6.288620e+000;1.617119e+001;2.031740e+001;1.994001e+000;2.861317e+000;5.098015e-001;4.032837e+000;-5.183275e+000;-2.455362e+000
315;3.157143;6.623026e+000;9.715267e-001;-6.189969e+000;1.297335e-001;-1.257804e+001;-6.123504e+000;-1.013150e+001;1.335797e+001;1.624625e+001;2.553818e+001;1.357713e+001;2.978037e+000;-9.259964e-001;1.895944e+000;-1.082602e+001;-1.100062e+001
316;3.167166;6.048527e+000;4.476149e+000;-3.331424e+000;-1.197770e+000;-6.069968e+000;2.367702e+000;-9.965298e+000;3.152791e+000;1.133675e+001;1.452704e+001;9.731510e+000;-7.335986e+000;-9.203254e+000;1.519537e+000;-4.147844e+000;-1.060477e+001
317;3.177188;3.502780e+000;4.331052e+000;5.751593e-001;-3.949899e+000;-5.838379e+000;-1.130784e+000;-1.237837e+001;3.682038e+000;8.417313e+000;8.741177e+000;6.306184e+000;4.229647e-001;-3.819504e+000;4.048024e+000;4.911676e+000;-6.399328e+000
318;3.187211;2.849800e+000;5.934751e+000;1.850145e+000;3.717863e+000;3.741690e+000;1.630736e+000;-1.648753e+001;1.069145e-001;-2.340402e-001;1.516622e+001;1.806764e+001;-6.346024e+000;-1.381690e+001;7.660656e+000;3.144479e+000;-3.265316e+000
319;3.197234;1.894088e+000;5.272280e+000;-2.039062e+000;6.112460e+000;5.880275e+000;3.729223e+000;-4.644467e+000;4.043718e+000;1.466987e+001;1.872579e+001;1.437833e+001;-8.317161e+000;-1.053445e+001;4.438450e+000;-2.053789e+000;-6.532506e+000
320;3.207256;4.297503e-001;1.044459e+001;5.103009e+000;1.205931e+001;3.350431e+000;1.099227e+001;-3.984731e+000;-2.635943e-001;1.064428e+001;1.951872e+001;5.830181e+000;-2.420841e+000;9.887121e+000;8.885041e+000;-1.855153e+000;-6.274321e+000
321;3.217279;1.695310e+000;1.119440e+001;-1.501340e+000;2.565491e+000;1.118354e+001;1.000397e+001;7.975799e+000;1.698525e+000;4.837169e+000;1.277162e+001;-4.035996e+000;1.847841e+000;8.578995e+000;3.745337e+000;2.103858e-001;-5.857197e+000
322;3.227302;4.300287e+000;4.215418e+000;-7.887739e-001;3.230899e+000;6.918151e+000;2.229687e+000;-1.513674e+000;6.602645e+000;1.558731e+001;1.678154e+001;-8.236097e-001;6.869270e-003;8.922378e+000;3.689945e+000;4.600491e+000;-5.228403e-001
323;3.237324;8.165627e+000;2.777894e+000;-1.213783e+000;9.703283e+000;6.244027e+000;-5.582515e+000;-6.474014e+000;3.741510e+000;3.884660e+000;1.028385e+000;1.590479e+001;5.711062e+000;1.462152e+001;3.712110e+000;2.751354e+000;-1.287377e+000
324;3.247347;5.632804e+000;9.824337e-001;-3.706684e+000;3.783298e+000;-5.229127e+000;-1.396921e+001;-8.589367e-001;2.591000e+000;1.452091e+001;1.616128e+001;1.616635e+001;2.277901e+001;7.178782e+000;4.383605e+000;2.249730e+000;3.289273e+000
325;3.257370;5.673718e+000;6.536403e+000;6.223877e-001;5.324198e+000;-2.616309e+000;-1.478705e+001;-1.434826e+001;6.655838e-002;1.568236e+001;1.280759e+001;6.305073e-001;4.396821e+000;-2.654574e+000;1.807797e+000;-1.835649e+000;-4.525790e+000
326;3.267392;4.438647e+000;1.685683e+000;-6.340845e-001;1.248310e+001;5.201032e-001;-1.107779e+001;-9.729445e+000;-4.710748e+000;1.056731e+001;1.424958e+001;7.605537e+000;6.830620e+000;3.931738e+000;7.207301e+000;6.535839e+000;1.652223e+000
327;3.277415;2.997938e+000;2.558433e+000;2.817736e+000;8.901482e+000;-4.557859e+000;-6.342128e+000;-1.474578e+001;-5.636763e+000;9.594455e+000;1.579858e+001;7.208496e+000;9.291179e+000;-2.213707e+000;3.538685e-001;3.876737e+000;4.193046e+000
328;3.287438;1.100498e+000;1.412245e+000;-1.747904e+000;1.038532e+000;-1.068214e+001;-2.027214e+001;-2.251048e+001;-1.113883e+001;-1.259849e+000;-1.449642e+000;4.194429e+000;5.021627e+000;-2.847774e+000;-2.203612e-001;4.828329e+000;-7.211562e+000
329;3.297460;1.669666e+000;3.446420e+000;1.944429e+000;1.274011e+001;4.372456e+000;-6.763421e+000;-2.256445e+001;4.657370e+000;2.582454e+000;-2.269628e+000;2.933862e+000;9.082964e+000;1.639300e+001;1.148217e+001;1.211379e+000;-4.860189e+000
330;3.307483;-8.216854e-001;3.933696e-001;-4.902185e+000;5.272370e+000;-1.356138e+000;-1.571381e+001;-2.689531e+001;-1.141828e+000;9.327150e+000;1.753624e+001;-1.469046e+000;8.503759e+000;6.322055e+000;1.114553e+001;-1.088467e+000;-5.699537e+000
331;3.317506;1.316506e+000;4.790446e+000;-2.136250e+000;4.455378e+000;-5.535948e-002;-3.332066e+000;-8.123996e+000;3.639675e+000;1.686361e+001;1.139117e+001;-1.389627e+001;8.463694e-001;4.354622e+000;8.166192e+000;9.502839e-001;-1.519274e+000
332;3.327528;2.329996e+000;4.966023e+000;-5.461436e+000;6.347287e+000;2.486514e+000;-6.111873e+000;-2.015307e+001;2.294160e-001;1.946305e+001;1.099799e+001;-2.148268e+000;1.072199e+001;8.153828e+000;3.280104e+000;1.419861e+000;4.711432e+000
333;3.337551;3.907328e+000;3.109280e+000;1.974649e+000;6.421255e+000;-7.185011e+000;-1.180309e+001;-1.725529e+001;1.794297e+000;8.277806e+000;6.290238e+000;5.120338e+000;-1.360273e+001;3.389870e+000;6.697394e+000;1.381606e-001;-1.046604e+000
